"init";"source";"destination";"k";"iterations";"time";"improvements";"minimums";"updates";"aspirations";"conflicts";"guidance";"score";"final_conflicts";"final_guidance";"final_score"
"Scratch";"";"";"38";"0";"2788888700";"0";"0";"0";"0";"354";"0";"3540";"24";"26";"500"
"Random";"Minimal";"Minimal";"38";"0";"2788888689";"0";"0";"0";"0";"354";"0";"3540";"24";"25";"490"
"Random";"Minimal";"Maximum";"38";"0";"2788888678";"0";"0";"0";"0";"354";"0";"3540";"23";"46";"690"
"Random";"Minimal";"Median";"38";"0";"2788888667";"0";"0";"0";"0";"354";"0";"3540";"23";"23";"460"
"Random";"Maximum";"Minimal";"38";"0";"2788888656";"0";"0";"0";"0";"354";"0";"3540";"23";"23";"460"
"Random";"Maximum";"Maximum";"38";"0";"2788888645";"0";"0";"0";"0";"354";"0";"3540";"24";"24";"480"
"Random";"Maximum";"Median";"38";"0";"2788888634";"0";"0";"0";"0";"354";"0";"3540";"25";"26";"510"
"Random";"Median";"Minimal";"38";"0";"2788888623";"0";"0";"0";"0";"354";"0";"3540";"24";"25";"490"
"Random";"Median";"Maximum";"38";"0";"2788888612";"0";"0";"0";"0";"354";"0";"3540";"23";"25";"480"
"Random";"Median";"Median";"38";"0";"2788888601";"0";"0";"0";"0";"354";"0";"3540";"23";"23";"460"
"Greedy";"Minimal";"Minimal";"31";"36";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Minimal";"Maximum";"31";"36";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Minimal";"Median";"31";"36";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Maximum";"Minimal";"31";"36";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Maximum";"Maximum";"31";"36";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Maximum";"Median";"31";"36";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Median";"Minimal";"31";"36";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Median";"Maximum";"31";"36";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Greedy";"Median";"Median";"31";"36";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Bipartite";"Minimal";"Minimal";"33";"12360";"10";"1059";"273";"3832";"0";"6640";"0";"66400";"1";"2";"30"
"Bipartite";"Minimal";"Maximum";"34";"9345";"8";"891";"138";"2851";"0";"7352";"0";"73520";"1";"3";"40"
"Bipartite";"Minimal";"Median";"34";"7967";"7";"886";"123";"2390";"0";"6647";"0";"66470";"1";"3";"40"
"Bipartite";"Maximum";"Minimal";"34";"9345";"8";"891";"138";"2851";"0";"7352";"0";"73520";"1";"4";"50"
"Bipartite";"Maximum";"Maximum";"31";"4082";"2";"2578";"1";"420";"0";"7314";"0";"73140";"0";"0";"0"
"Bipartite";"Maximum";"Median";"34";"6786";"7";"901";"127";"1995";"0";"7182";"0";"71820";"1";"4";"50"
"Bipartite";"Median";"Minimal";"33";"12854";"9";"1078";"214";"3982";"0";"6651";"0";"66510";"2";"2";"40"
"Bipartite";"Median";"Maximum";"34";"6786";"6";"901";"127";"1995";"0";"7183";"0";"71830";"1";"4";"50"
"Bipartite";"Median";"Median";"34";"7199";"6";"887";"118";"2139";"0";"6650";"0";"66500";"1";"4";"50"
